RELEVANT_IMPRESSIONS_DAILY,FROM_IDEOLOGY,TO_IDEOLOGY,FROM_MEDIA,TO_MEDIA,FROM_LR,TO_LR
0.0131805,Partisan Right,Conspiracy,YouTube,YouTube,R,L
13.231981376,Social Justice,Religious Conservative,YouTube,YouTube,C,R
234.430245085,Unclassified,Socialist,Mainstream Media,YouTube,R,C
0,Center/Left MSM,White Identitarian,Missing Link Media,YouTube,L,R
18.219814823,QAnon,Black,YouTube,YouTube,C,L
435.425445214,Unclassified,Religious Conservative,Mainstream Media,YouTube,R,C
448.182164909,QAnon,Religious Conservative,YouTube,Missing Link Media,C,R
0,Unclassified,Anti-theist,Mainstream Media,YouTube,L,C
0.0738590767,Center/Left MSM,Black,Mainstream Media,YouTube,L,R
0.4386002651,Unclassified,Black,YouTube,YouTube,L,R
0.009361764205,Socialist,Social Justice,YouTube,Missing Link Media,C,L
0.4298566236,MRA,Partisan Right,YouTube,Mainstream Media,C,C
0,Black,LGBT,YouTube,YouTube,C,C
0,Partisan Left,Partisan Right,Mainstream Media,YouTube,C,C
0,Anti-SJW,Black,YouTube,YouTube,C,R
0,Partisan Left,LGBT,YouTube,YouTube,L,C
40.678437898,Conspiracy,Partisan Left,YouTube,Mainstream Media,R,C
2.518136082,Libertarian,Black,YouTube,YouTube,C,L
0,Partisan Right,Anti-theist,Mainstream Media,YouTube,C,L
0.3045846023,QAnon,Libertarian,YouTube,YouTube,C,C
0.7260841391,Libertarian,Partisan Left,YouTube,Mainstream Media,R,C
290635.286227032,Anti-SJW,Anti-SJW,YouTube,YouTube,L,L
1.215915568,Anti-SJW,QAnon,YouTube,YouTube,L,R
7.609691752,Partisan Left,Black,YouTube,YouTube,L,R
0.02574784091,Black,Conspiracy,YouTube,YouTube,C,L
3.549694457,Anti-theist,Social Justice,YouTube,Mainstream Media,C,C
0.4188373295,Conspiracy,Social Justice,YouTube,YouTube,L,L
0.00252525,QAnon,Conspiracy,YouTube,YouTube,R,L
7.917738133,Conspiracy,Anti-SJW,YouTube,YouTube,R,L
0.248532197,Socialist,Partisan Left,YouTube,Mainstream Media,L,C
0.03622159091,Black,Partisan Right,YouTube,Missing Link Media,R,R
0,Social Justice,LGBT,Mainstream Media,YouTube,L,C
599.162414334,Anti-SJW,Libertarian,Missing Link Media,YouTube,R,C
1.289229898,Conspiracy,LGBT,YouTube,YouTube,R,C
0.04809607342,Unclassified,Unclassified,Mainstream Media,Mainstream Media,L,R
0.01052500284,Partisan Right,Center/Left MSM,YouTube,Missing Link Media,C,L
0.02833806818,Religious Conservative,Socialist,Missing Link Media,YouTube,R,C
0,Unclassified,Religious Conservative,Mainstream Media,Missing Link Media,L,R
18.971375312,Anti-SJW,Religious Conservative,YouTube,Missing Link Media,L,R
0.6640552121,Conspiracy,Libertarian,YouTube,YouTube,L,C
0,Socialist,Conspiracy,YouTube,YouTube,L,L
0.3927503807,LGBT,Religious Conservative,YouTube,YouTube,C,R
1.00631949,LGBT,MRA,YouTube,YouTube,C,R
0.02769886364,Social Justice,Unclassified,Mainstream Media,YouTube,C,L
0.01805864471,Center/Left MSM,Anti-theist,Missing Link Media,YouTube,L,C
5.437780653,Anti-SJW,Anti-SJW,Missing Link Media,YouTube,R,L
0,Partisan Right,Black,Missing Link Media,YouTube,R,R
0,MRA,Conspiracy,YouTube,YouTube,C,L
0.02694816335,LGBT,MRA,YouTube,YouTube,C,C
25.829946299,White Identitarian,White Identitarian,YouTube,YouTube,C,C
0,Partisan Right,Anti-theist,Mainstream Media,YouTube,C,C
0,Social Justice,Partisan Right,Mainstream Media,YouTube,C,C
0,Anti-SJW,QAnon,Missing Link Media,YouTube,R,C
0,Social Justice,Partisan Left,YouTube,Mainstream Media,C,C
0,Libertarian,Conspiracy,YouTube,YouTube,C,L
0,MRA,Black,YouTube,YouTube,R,R
0.02001886364,Socialist,Unclassified,YouTube,Mainstream Media,C,L
0,Conspiracy,White Identitarian,YouTube,YouTube,R,C
83.620428373,,MRA,,YouTube,,R
26057.368009722,Unclassified,Socialist,YouTube,YouTube,C,L
4145.705878688,Center/Left MSM,QAnon,Mainstream Media,YouTube,C,R
10608.510132939,Partisan Left,Conspiracy,YouTube,YouTube,L,R
820637.296820922,Center/Left MSM,Partisan Right,Mainstream Media,YouTube,C,R
1304.537734563,,Anti-theist,,YouTube,,C
334344.733223451,Center/Left MSM,Social Justice,Mainstream Media,YouTube,C,L
186437.189701062,Center/Left MSM,Unclassified,Mainstream Media,YouTube,C,L
32173.520092064,Anti-SJW,Conspiracy,YouTube,YouTube,C,C
29810.099744875,Partisan Left,Conspiracy,YouTube,YouTube,L,C
5282.29412675,Partisan Left,Anti-theist,Mainstream Media,YouTube,L,C
124539.565674592,Partisan Right,Social Justice,YouTube,Missing Link Media,R,L
189936.41575105,Anti-SJW,Social Justice,YouTube,YouTube,R,L
344870.778529872,Anti-SJW,Center/Left MSM,YouTube,Mainstream Media,C,C
43.15465332,Social Justice,White Identitarian,Missing Link Media,YouTube,L,R
14808.494132309,Conspiracy,Black,YouTube,YouTube,R,C
15781.960990427,Libertarian,QAnon,YouTube,YouTube,R,R
99338.473163289,Conspiracy,Conspiracy,YouTube,YouTube,R,C
48.645678432,Center/Left MSM,Conspiracy,Missing Link Media,YouTube,C,R
36315.227216275,Center/Left MSM,Conspiracy,Mainstream Media,YouTube,C,C
219799.720249956,Partisan Left,Anti-SJW,YouTube,YouTube,L,R
27.550637291,Partisan Left,Religious Conservative,YouTube,YouTube,C,R
0,,Anti-SJW,,Missing Link Media,,R
10752.387158307,MRA,Center/Left MSM,YouTube,Mainstream Media,R,L
13216.507561041,Center/Left MSM,Partisan Right,Mainstream Media,Missing Link Media,C,R
1446.063571587,Anti-theist,Conspiracy,YouTube,YouTube,C,R
0.01022727273,,QAnon,,YouTube,,C
2336.463089638,Religious Conservative,Anti-theist,YouTube,YouTube,R,C
15.508900435,Partisan Right,Anti-SJW,Mainstream Media,YouTube,C,R
10034.753839618,Libertarian,Conspiracy,YouTube,YouTube,R,C
151627.527373589,Socialist,Social Justice,YouTube,YouTube,L,L
667.378726041,Partisan Right,White Identitarian,Mainstream Media,YouTube,R,R
71248.116640394,Center/Left MSM,Unclassified,Mainstream Media,YouTube,L,L
210.475766598,Conspiracy,Partisan Right,YouTube,YouTube,C,C
1429.901298399,Social Justice,Partisan Right,YouTube,YouTube,L,C
362545.147921359,Partisan Left,Unclassified,Mainstream Media,Mainstream Media,L,R
5726.543796103,Socialist,Unclassified,YouTube,YouTube,L,R
3517.832217417,Black,Conspiracy,YouTube,YouTube,C,C
5588.647332927,Anti-SJW,MRA,YouTube,YouTube,C,R
124335.810247373,Conspiracy,Center/Left MSM,YouTube,Mainstream Media,C,C
1026.304156925,Anti-SJW,MRA,YouTube,YouTube,R,C
53139.240096023,Conspiracy,Social Justice,YouTube,YouTube,R,L
57469.553441992,White Identitarian,Unclassified,YouTube,YouTube,R,C
657.441803035,Unclassified,Partisan Left,YouTube,YouTube,L,C
72092.08396465,Black,Anti-SJW,YouTube,YouTube,C,C
16823.043211869,Anti-theist,Unclassified,YouTube,YouTube,L,C
13673.442759803,QAnon,Unclassified,YouTube,YouTube,R,L
223.399233719,Social Justice,Unclassified,YouTube,YouTube,C,C
29882.488791523,MRA,MRA,YouTube,YouTube,C,C
170970.192631078,Conspiracy,Social Justice,YouTube,Mainstream Media,R,L
1386.187928654,Partisan Right,Conspiracy,YouTube,YouTube,C,R
31209.027067303,Center/Left MSM,Partisan Right,Mainstream Media,Mainstream Media,L,C
11737.171818788,Partisan Right,Unclassified,YouTube,YouTube,C,C
2494.380541399,Social Justice,Partisan Left,Missing Link Media,YouTube,L,C
692.969437037,Partisan Right,Social Justice,Mainstream Media,Mainstream Media,C,L
137.065439868,Black,Religious Conservative,YouTube,Missing Link Media,L,R
9.438846687,Partisan Left,Unclassified,Mainstream Media,Mainstream Media,C,R
2182.269060623,Partisan Right,Unclassified,YouTube,YouTube,C,L
0,Unclassified,Anti-theist,Mainstream Media,YouTube,L,L
10.662427219,Unclassified,Partisan Right,YouTube,Mainstream Media,R,C
29795.301582042,Conspiracy,Conspiracy,YouTube,YouTube,C,R
1384.146166348,Socialist,Unclassified,YouTube,YouTube,C,C
3.938465139,Religious Conservative,MRA,YouTube,YouTube,R,C
4286.597014071,Black,Conspiracy,YouTube,YouTube,C,R
177988.119188732,Anti-SJW,Religious Conservative,YouTube,YouTube,R,R
922394.03120247,Libertarian,,YouTube,,R,
848459.864143034,MRA,MRA,YouTube,YouTube,R,R
33978.400422958,Anti-theist,Unclassified,YouTube,YouTube,C,C
86471.974981255,Anti-SJW,Conspiracy,YouTube,YouTube,R,C
399436.984498744,Religious Conservative,Center/Left MSM,Missing Link Media,Mainstream Media,R,C
69.61003663,Anti-SJW,MRA,YouTube,YouTube,C,C
20.761619279,Center/Left MSM,LGBT,Mainstream Media,YouTube,C,L
281.946940213,Black,QAnon,YouTube,YouTube,C,R
8818.487977511,Center/Left MSM,Black,Mainstream Media,YouTube,C,L
1150.404477879,MRA,Religious Conservative,YouTube,YouTube,R,R
92825.707730211,Unclassified,Unclassified,YouTube,YouTube,L,C
3178.932497259,Partisan Left,Center/Left MSM,YouTube,Mainstream Media,C,C
11192.58271805,Anti-theist,Anti-SJW,YouTube,YouTube,L,C
1416733.60789486,Center/Left MSM,Unclassified,Mainstream Media,YouTube,L,C
25609.941174639,Social Justice,Unclassified,YouTube,YouTube,L,L
5014077.12684469,QAnon,Partisan Right,YouTube,Mainstream Media,R,R
54373.5283409,Unclassified,Partisan Right,YouTube,Mainstream Media,L,R
1587.497535958,Black,Socialist,YouTube,YouTube,C,L
130735.369057072,Partisan Left,Black,Mainstream Media,YouTube,L,C
13674.350531237,Libertarian,Anti-SJW,YouTube,YouTube,C,R
721.51532879,Center/Left MSM,Socialist,Missing Link Media,YouTube,C,L
16798.62754287,Conspiracy,Socialist,YouTube,YouTube,R,L
52803.579831894,Conspiracy,Partisan Right,YouTube,YouTube,C,R
348167.138207864,Partisan Right,Libertarian,Mainstream Media,YouTube,R,R
138633.891337618,Libertarian,Partisan Left,YouTube,Mainstream Media,R,L
36159.023680176,Partisan Right,Partisan Right,Mainstream Media,Missing Link Media,R,R
32708.737345399,Partisan Right,Unclassified,Mainstream Media,YouTube,R,L
6.3873475,Partisan Left,QAnon,Mainstream Media,YouTube,L,C
85924.437705794,Conspiracy,Unclassified,YouTube,YouTube,R,R
1252.093733479,Anti-theist,Conspiracy,YouTube,YouTube,C,C
5631.22090373,LGBT,Social Justice,YouTube,YouTube,L,L
1066.950936812,Libertarian,White Identitarian,YouTube,YouTube,R,R
31.920459318,Social Justice,Socialist,YouTube,YouTube,L,C
511.80044846,MRA,White Identitarian,YouTube,YouTube,R,R
45286.760857568,Anti-SJW,Partisan Right,Missing Link Media,YouTube,R,R
4230.536459411,QAnon,Conspiracy,YouTube,YouTube,C,C
24878.54398118,Conspiracy,Unclassified,YouTube,YouTube,C,R
2796.89501705,Center/Left MSM,Libertarian,Mainstream Media,YouTube,C,C
8.853501845,Social Justice,Conspiracy,YouTube,YouTube,C,R
151.371597094,Religious Conservative,White Identitarian,YouTube,YouTube,R,R
19966.01219307,Libertarian,Social Justice,YouTube,Missing Link Media,R,L
14809.055039259,Religious Conservative,Social Justice,YouTube,Missing Link Media,R,L
46.515531462,Partisan Right,MRA,YouTube,YouTube,R,C
10.91080324,Center/Left MSM,Unclassified,Missing Link Media,YouTube,L,L
13735.2313141,White Identitarian,Unclassified,YouTube,YouTube,R,R
4303.378608409,Anti-SJW,Partisan Right,YouTube,Missing Link Media,C,R
3824.805390919,LGBT,Unclassified,YouTube,YouTube,L,C
1200453.6691735,Religious Conservative,,Missing Link Media,,R,
107070.795632981,Anti-SJW,Unclassified,YouTube,Mainstream Media,R,R
895234.013420844,Socialist,,YouTube,,L,
1796.026172429,Partisan Left,,Mainstream Media,,C,
1068.005842834,Unclassified,Center/Left MSM,YouTube,Missing Link Media,R,C
1589.755928901,Center/Left MSM,Unclassified,Mainstream Media,Mainstream Media,C,L
36548.354700029,Conspiracy,Unclassified,YouTube,Mainstream Media,R,R
9.00696819,Black,LGBT,YouTube,YouTube,C,L
17081.889572358,Anti-SJW,Partisan Right,YouTube,Mainstream Media,R,C
12622.433671291,Anti-SJW,Social Justice,Missing Link Media,Missing Link Media,R,L
0.09713377798,MRA,Anti-SJW,YouTube,YouTube,R,L
4171.609092525,White Identitarian,Unclassified,YouTube,Mainstream Media,R,R
710.923869831,LGBT,Center/Left MSM,YouTube,Mainstream Media,L,C
953.500283649,Social Justice,Anti-SJW,YouTube,YouTube,C,R
27.228433903,Center/Left MSM,Center/Left MSM,Mainstream Media,Missing Link Media,L,L
524.781251695,Unclassified,Unclassified,Mainstream Media,Mainstream Media,L,L
9.270315673,Conspiracy,Social Justice,YouTube,Mainstream Media,R,C
12.076245568,Socialist,Partisan Left,YouTube,Mainstream Media,C,L
0.6359445,Social Justice,Religious Conservative,YouTube,Missing Link Media,C,R
1607.812932006,Anti-theist,Social Justice,YouTube,Missing Link Media,C,L
15386.247961689,Partisan Left,Religious Conservative,Mainstream Media,YouTube,L,C
6.02292779,Center/Left MSM,Anti-SJW,Missing Link Media,YouTube,L,R
760.228626689,Black,MRA,YouTube,YouTube,C,R
1187.466981078,Partisan Right,Center/Left MSM,Missing Link Media,Missing Link Media,R,C
113.861092321,QAnon,Anti-SJW,YouTube,Missing Link Media,R,R
3565.625777784,Conspiracy,Center/Left MSM,YouTube,Missing Link Media,C,C
1.126301159,Socialist,White Identitarian,YouTube,YouTube,C,R
0,Center/Left MSM,LGBT,Missing Link Media,YouTube,C,L
218.563135084,Religious Conservative,Partisan Left,YouTube,Mainstream Media,C,L
207.836118502,Unclassified,Black,Mainstream Media,YouTube,R,L
3789901.4952701,Center/Left MSM,Center/Left MSM,Missing Link Media,Missing Link Media,C,C
1.204991024,LGBT,Social Justice,YouTube,Missing Link Media,C,L
7.535214577,Partisan Right,Center/Left MSM,Missing Link Media,Missing Link Media,R,L
0,Religious Conservative,Partisan Right,YouTube,YouTube,C,C
47403.878363434,Anti-SJW,Anti-SJW,Missing Link Media,Missing Link Media,R,R
6.835698088,LGBT,Partisan Right,YouTube,Missing Link Media,L,R
0,Social Justice,QAnon,Mainstream Media,YouTube,C,R
24.917576102,Social Justice,Unclassified,Mainstream Media,YouTube,C,C
127261.852316396,Anti-SJW,Socialist,YouTube,YouTube,R,L
17557.219182423,Black,Black,YouTube,YouTube,C,L
44901.730980193,MRA,Anti-SJW,YouTube,YouTube,R,C
0,Social Justice,Religious Conservative,Mainstream Media,YouTube,C,R
217286.183912058,Partisan Right,Partisan Right,Missing Link Media,YouTube,R,R
413.521850885,Religious Conservative,White Identitarian,Missing Link Media,YouTube,R,R
3309.4487533,Unclassified,Anti-theist,YouTube,YouTube,C,L
2902.339498285,MRA,MRA,YouTube,YouTube,C,R
18468.218449629,Anti-SJW,Center/Left MSM,YouTube,Missing Link Media,C,C
10063.648966663,Anti-SJW,Anti-SJW,YouTube,YouTube,L,R
81418.895736045,White Identitarian,Center/Left MSM,YouTube,Mainstream Media,R,C
2267.939230713,Religious Conservative,Religious Conservative,YouTube,YouTube,R,C
23100.418154256,Anti-SJW,Religious Conservative,YouTube,YouTube,R,C
8761.45637853,Religious Conservative,Religious Conservative,YouTube,YouTube,C,C
10427.676662951,Libertarian,Unclassified,YouTube,Mainstream Media,R,R
196.227038636,Partisan Right,Anti-theist,Mainstream Media,YouTube,R,L
2922.872232654,Unclassified,Partisan Right,Mainstream Media,Missing Link Media,R,R
11568.884790091,Center/Left MSM,,Missing Link Media,,L,
649.172973432,MRA,Partisan Left,YouTube,YouTube,C,L
260.10859368,MRA,Unclassified,YouTube,YouTube,C,L
5962.380404575,MRA,Unclassified,YouTube,YouTube,R,R
6531.283615448,Libertarian,Center/Left MSM,YouTube,Mainstream Media,C,L
27421.868371906,QAnon,Religious Conservative,YouTube,Missing Link Media,R,R
18675.888265904,Partisan Right,Religious Conservative,Missing Link Media,Missing Link Media,R,R
3392.921438301,Anti-theist,Social Justice,YouTube,Mainstream Media,L,L
2.752972898,Social Justice,Partisan Right,YouTube,YouTube,C,C
4339.927250508,Social Justice,Black,Missing Link Media,YouTube,L,L
15.132834193,Anti-theist,Libertarian,YouTube,YouTube,C,C
32695.706190058,Anti-SJW,Unclassified,Missing Link Media,YouTube,R,C
3.847690568,Religious Conservative,Social Justice,Missing Link Media,YouTube,R,C
0,Social Justice,MRA,Mainstream Media,YouTube,L,C
545.055365762,Black,Religious Conservative,YouTube,Missing Link Media,C,R
0.06931424527,Center/Left MSM,Black,Mainstream Media,YouTube,C,R
0,Unclassified,Social Justice,Mainstream Media,YouTube,L,L
11.589436065,Unclassified,Libertarian,Mainstream Media,YouTube,R,C
19.916958585,MRA,Partisan Left,YouTube,YouTube,C,C
305.220021182,Anti-theist,Black,YouTube,YouTube,L,C
0.08196692472,Black,QAnon,YouTube,YouTube,R,R
1139.071853788,Center/Left MSM,Unclassified,Missing Link Media,YouTube,C,R
32.087871048,Religious Conservative,Black,YouTube,YouTube,R,R
123.868650572,Social Justice,Unclassified,YouTube,YouTube,C,R
1002.922143139,Partisan Left,Social Justice,YouTube,YouTube,L,C
222.780511253,MRA,Center/Left MSM,YouTube,Missing Link Media,C,C
34.141704943,White Identitarian,Anti-SJW,YouTube,YouTube,R,L
14.744127807,MRA,Black,YouTube,YouTube,C,L
1711.771157568,Anti-SJW,Black,Missing Link Media,YouTube,R,C
10.855647215,LGBT,MRA,YouTube,YouTube,L,C
38.473511221,Libertarian,Center/Left MSM,YouTube,Missing Link Media,R,L
0,Unclassified,Partisan Left,YouTube,Mainstream Media,L,C
4.609365199,LGBT,Partisan Left,YouTube,Mainstream Media,C,L
1.802194477,Social Justice,Conspiracy,Mainstream Media,YouTube,C,C
1430.601393027,Anti-SJW,Anti-theist,YouTube,YouTube,L,C
3484.175011698,QAnon,Partisan Left,YouTube,YouTube,C,L
34.638786612,Social Justice,Partisan Left,Missing Link Media,Mainstream Media,L,C
48.131057716,LGBT,Unclassified,YouTube,YouTube,C,C
1.717553294,Black,MRA,YouTube,YouTube,L,C
2.817061449,Partisan Right,Conspiracy,Mainstream Media,YouTube,C,C
4.195899173,LGBT,Unclassified,YouTube,YouTube,C,R
8.013027724,Socialist,Partisan Right,YouTube,Mainstream Media,C,R
0.002611798295,Partisan Left,MRA,Mainstream Media,YouTube,C,R
0.008607017329,Anti-theist,QAnon,YouTube,YouTube,L,C
0.03570586364,Black,Unclassified,YouTube,Mainstream Media,L,L
1515.34517346,Anti-theist,Conspiracy,YouTube,YouTube,L,R
2044.970552889,Partisan Right,Black,Missing Link Media,YouTube,R,C
2431.632924202,Partisan Right,Partisan Right,Missing Link Media,Mainstream Media,R,C
766.750376546,Partisan Right,MRA,YouTube,YouTube,C,R
1.904739182,Conspiracy,LGBT,YouTube,YouTube,C,C
223.269448174,Center/Left MSM,Social Justice,Missing Link Media,Mainstream Media,L,L
83.733974621,Socialist,Partisan Right,YouTube,Mainstream Media,L,C
0.4378597159,Partisan Left,Libertarian,YouTube,YouTube,C,C
0.1026987216,Partisan Left,Anti-SJW,YouTube,YouTube,C,L
9.403069398,Anti-theist,Anti-SJW,YouTube,YouTube,L,L
0.001976272727,Social Justice,White Identitarian,YouTube,YouTube,C,R
0.4934369514,Black,Unclassified,YouTube,Mainstream Media,C,L
1.258755692,Libertarian,Social Justice,YouTube,YouTube,R,C
0.03162036364,Social Justice,MRA,YouTube,YouTube,C,C
0.01002293182,Socialist,Unclassified,YouTube,Mainstream Media,C,R
0.6263810644,Conspiracy,Partisan Left,YouTube,YouTube,L,L
0.656050267,Unclassified,Social Justice,YouTube,Mainstream Media,R,C
0,Unclassified,Partisan Right,Mainstream Media,YouTube,L,C
13.160622438,Partisan Left,Social Justice,Mainstream Media,Mainstream Media,C,L
0,Libertarian,Unclassified,YouTube,Mainstream Media,R,L
8.193931512,Conspiracy,Anti-SJW,YouTube,Missing Link Media,C,R
0,Unclassified,Socialist,Mainstream Media,YouTube,L,L
0.01070864205,Social Justice,Anti-theist,YouTube,YouTube,C,L
0,Social Justice,Anti-theist,Mainstream Media,YouTube,C,C
0,Social Justice,Unclassified,Mainstream Media,YouTube,C,R
99.01910559,Anti-SJW,Unclassified,YouTube,Mainstream Media,L,R
0.4005641761,Center/Left MSM,Religious Conservative,Missing Link Media,YouTube,C,C
15.634822692,Partisan Right,Unclassified,Mainstream Media,YouTube,C,R
52.399738486,LGBT,Partisan Left,YouTube,YouTube,L,C
8.295021307,Center/Left MSM,Unclassified,Missing Link Media,Mainstream Media,C,L
0.0006397144631,Partisan Right,Anti-SJW,Missing Link Media,YouTube,R,L
0,Partisan Left,Partisan Right,Mainstream Media,Missing Link Media,C,R
0.1599437614,LGBT,Black,YouTube,YouTube,C,C
0,Unclassified,Religious Conservative,Mainstream Media,YouTube,L,R
0,Religious Conservative,Libertarian,YouTube,YouTube,C,C
0.0108225,Conspiracy,Center/Left MSM,YouTube,Missing Link Media,L,C
0,Anti-theist,Conspiracy,YouTube,YouTube,L,L
0.07839978366,Center/Left MSM,Black,Missing Link Media,YouTube,L,L
0.1147100241,Partisan Left,Social Justice,YouTube,Mainstream Media,L,C
0,White Identitarian,Conspiracy,YouTube,YouTube,R,L
791.916825732,Partisan Right,Partisan Right,Mainstream Media,Mainstream Media,C,C
0,Libertarian,QAnon,YouTube,YouTube,C,C
0,Religious Conservative,Socialist,YouTube,YouTube,C,C
0.3184688494,Anti-SJW,White Identitarian,YouTube,YouTube,R,C
1.91217478,Anti-theist,Partisan Right,YouTube,Mainstream Media,C,C
0,Partisan Right,LGBT,Missing Link Media,YouTube,R,C
0.005681818182,LGBT,Center/Left MSM,YouTube,Missing Link Media,L,L
1.999566547,Conspiracy,Unclassified,YouTube,YouTube,L,L
3.4950825,Anti-SJW,Socialist,Missing Link Media,YouTube,R,C
0,Partisan Left,Black,YouTube,YouTube,C,R
0.6189772727,Religious Conservative,Partisan Left,Missing Link Media,Mainstream Media,R,C
0,Socialist,Anti-SJW,YouTube,Missing Link Media,C,R
1.359984429,Unclassified,LGBT,Mainstream Media,YouTube,R,C
0,Center/Left MSM,LGBT,Missing Link Media,YouTube,L,L
1.235319489,QAnon,Socialist,YouTube,YouTube,C,C
0,MRA,LGBT,YouTube,YouTube,C,C
0,Socialist,QAnon,YouTube,YouTube,C,C
